Subject,SentOn,ReceivedTime,Customer,Room,Model,Axeda S/N,Date,State,Date_JST
"TW ConnectionStatusDetection : **BMI** Medical Associates Clinic SVG4 SMS20170265: SVG4","2024-12-19 02:12:33","2024-12-19 02:12:37.998000","**BMI** Medical Associates Clinic SVG4","SMS20170265: SVG4","DR-300","SNCD1670F54000","2024-12-18 11:12:31.511 UTC-06:00","true","2024-12-19 02:12:31.511000"
"TW ConnectionStatusDetection : **SNW** Evergreen Health Monroe Medical Center SMS20240103: FSX1","2024-12-19 00:56:04","2024-12-19 00:56:09.661000","**SNW** Evergreen Health Monroe Medical Center","SMS20240103: FSX1","FLUOROspeed.X1","SNA7D675D23000","2024-12-18 07:56:02.642 UTC-08:00","true","2024-12-19 00:56:02.642000"
"TW ConnectionStatusDetection : **SNW** Evergreen Health Monroe Medical Center SMS20240103: FSX1","2024-12-18 22:48:34","2024-12-18 22:48:40.735000","**SNW** Evergreen Health Monroe Medical Center","SMS20240103: FSX1","FLUOROspeed.X1","SNA7D675D23000","2024-12-18 05:48:31.257 UTC-08:00","false","2024-12-18 22:48:31.257000"
"TW ConnectionStatusDetection : **BMI** Medical Associates Clinic SVG4 SMS20170265: SVG4","2024-12-19 13:43:33","2024-12-19 13:43:37.017000","**BMI** Medical Associates Clinic SVG4","SMS20170265: SVG4","DR-300","SNCD1670F54000","2024-12-18 22:43:31.596 UTC-06:00","false","2024-12-19 13:43:31.596000"
"TW ConnectionStatusDetection : **BMI** Medical Associates Clinic SVG4 SMS20170265: SVG4","2024-12-19 13:45:17","2024-12-19 13:45:21.864000","**BMI** Medical Associates Clinic SVG4","SMS20170265: SVG4","DR-300","SNCD1670F54000","2024-12-18 22:45:16.333 UTC-06:00","true","2024-12-19 13:45:16.333000"
"TW ConnectionStatusDetection : **AIL** Wooster Community Hospital SMS20240128: SVG4","2024-12-20 00:22:48","2024-12-20 00:22:52.897000","**AIL** Wooster Community Hospital","SMS20240128: SVG4","DR-300","SNED5545D23000","2024-12-19 10:22:46.174 UTC-05:00","true","2024-12-20 00:22:46.174000"
"TW ConnectionStatusDetection : **AIL** Wooster Community Hospital SMS20240128: SVG4","2024-12-20 00:18:33","2024-12-20 00:18:38.063000","**AIL** Wooster Community Hospital","SMS20240128: SVG4","DR-300","SNED5545D23000","2024-12-19 10:18:31.701 UTC-05:00","false","2024-12-20 00:18:31.701000"
"TW ConnectionStatusDetection : **AMEN** Putnam Hospital SMS20240205: FSX1","2024-12-20 08:41:23","2024-12-20 08:41:31.998000","**AMEN** Putnam Hospital","SMS20240205: FSX1","FLUOROspeed.X1","SN811CCDC40800","2024-12-19 23:41:14.626 UTC +00:00","true","2024-12-20 08:41:14.626000"
"TW ConnectionStatusDetection : **AMEN** Main Street Radiology 5 SVG4 SMS20190046: SVG4","2024-12-20 12:43:33","2024-12-20 12:43:38.656000","**AMEN** Main Street Radiology 5 SVG4","SMS20190046: SVG4","DR-300","SNE5DF03196C49","2024-12-19 22:43:31.409 UTC-05:00","false","2024-12-20 12:43:31.409000"
"TW ConnectionStatusDetection : **AMEN** Main Street Radiology 5 SVG4 SMS20190046: SVG4","2024-12-20 12:55:24","2024-12-20 12:55:27.959000","**AMEN** Main Street Radiology 5 SVG4","SMS20190046: SVG4","DR-300","SNE5DF03196C49","2024-12-19 22:55:22.654 UTC-05:00","true","2024-12-20 12:55:22.654000"
"TW ConnectionStatusDetection : **AIL** Wooster Community Hospital SMS20240128: SVG4","2024-12-21 19:35:49","2024-12-21 19:36:02.026000","**AIL** Wooster Community Hospital","SMS20240128: SVG4","DR-300","SNED5545D23000","2024-12-21 05:35:48.336 UTC-05:00","true","2024-12-21 19:35:48.336000"
"TW ConnectionStatusDetection : **AIL** Wooster Community Hospital SMS20240128: SVG4","2024-12-21 19:33:33","2024-12-21 19:33:45.770000","**AIL** Wooster Community Hospital","SMS20240128: SVG4","DR-300","SNED5545D23000","2024-12-21 05:33:31.709 UTC-05:00","false","2024-12-21 19:33:31.709000"
"TW ConnectionStatusDetection : **AIL** Yale Newhaven Health #2 SMS20220036: FSX1","2024-12-25 15:53:33","2024-12-25 15:53:38.109000","**AIL** Yale Newhaven Health #2","SMS20220036: FSX1","FLUOROspeed.X1","SNA83924A796C1","2024-12-25 01:53:31.259 UTC-05:00","false","2024-12-25 15:53:31.259000"
"TW ConnectionStatusDetection : **AIL** Yale Newhaven Health #2 SMS20220036: FSX1","2024-12-25 15:55:20","2024-12-25 15:55:24.798000","**AIL** Yale Newhaven Health #2","SMS20220036: FSX1","FLUOROspeed.X1","SNA83924A796C1","2024-12-25 01:55:18.775 UTC-05:00","true","2024-12-25 15:55:18.775000"
"TW ConnectionStatusDetection : **AIL** Wooster Community Hospital SMS20240128: SVG4","2024-12-26 01:43:34","2024-12-26 01:43:44.015000","**AIL** Wooster Community Hospital","SMS20240128: SVG4","DR-300","SNED5545D23000","2024-12-25 11:43:33.589 UTC-05:00","true","2024-12-26 01:43:33.589000"
"TW ConnectionStatusDetection : **AIL** Wooster Community Hospital SMS20240128: SVG4","2024-12-26 01:43:33","2024-12-26 01:43:43.487000","**AIL** Wooster Community Hospital","SMS20240128: SVG4","DR-300","SNED5545D23000","2024-12-25 11:43:31.728 UTC-05:00","false","2024-12-26 01:43:31.728000"
"TW ConnectionStatusDetection : **AIL** Wooster Community Hospital SMS20240128: SVG4","2024-12-26 01:33:34","2024-12-26 01:33:40.337000","**AIL** Wooster Community Hospital","SMS20240128: SVG4","DR-300","SNED5545D23000","2024-12-25 11:33:33.530 UTC-05:00","true","2024-12-26 01:33:33.530000"
"TW ConnectionStatusDetection : **AIL** Wooster Community Hospital SMS20240128: SVG4","2024-12-26 01:33:34","2024-12-26 01:33:39.321000","**AIL** Wooster Community Hospital","SMS20240128: SVG4","DR-300","SNED5545D23000","2024-12-25 11:33:31.729 UTC-05:00","false","2024-12-26 01:33:31.729000"
"TW ConnectionStatusDetection : **AIL** Yale Newhaven Health #2 SMS20220036: FSX1","2024-12-26 01:22:21","2024-12-26 01:22:25.808000","**AIL** Yale Newhaven Health #2","SMS20220036: FSX1","FLUOROspeed.X1","SNA83924A796C1","2024-12-25 11:22:06.315 UTC-05:00","true","2024-12-26 01:22:06.315000"
"TW ConnectionStatusDetection : **AIL** Yale Newhaven Health #2 SMS20220036: FSX1","2024-12-26 01:18:34","2024-12-26 01:18:47.374000","**AIL** Yale Newhaven Health #2","SMS20220036: FSX1","FLUOROspeed.X1","SNA83924A796C1","2024-12-25 11:18:31.259 UTC-05:00","false","2024-12-26 01:18:31.259000"
"TW ConnectionStatusDetection : **AIL** Yale Newhaven Health #2 SMS20220036: FSX1","2024-12-26 00:55:13","2024-12-26 00:55:16.867000","**AIL** Yale Newhaven Health #2","SMS20220036: FSX1","FLUOROspeed.X1","SNA83924A796C1","2024-12-25 10:55:12.138 UTC-05:00","true","2024-12-26 00:55:12.138000"
"TW ConnectionStatusDetection : **AIL** Yale Newhaven Health #2 SMS20220036: FSX1","2024-12-26 00:48:33","2024-12-26 00:48:39.639000","**AIL** Yale Newhaven Health #2","SMS20220036: FSX1","FLUOROspeed.X1","SNA83924A796C1","2024-12-25 10:48:31.259 UTC-05:00","false","2024-12-26 00:48:31.259000"
"TW ConnectionStatusDetection : **AIL** Wooster Community Hospital SMS20240128: SVG4","2024-12-26 00:33:34","2024-12-26 00:33:45.500000","**AIL** Wooster Community Hospital","SMS20240128: SVG4","DR-300","SNED5545D23000","2024-12-25 10:33:33.171 UTC-05:00","true","2024-12-26 00:33:33.171000"
"TW ConnectionStatusDetection : **AIL** Wooster Community Hospital SMS20240128: SVG4","2024-12-26 00:33:33","2024-12-26 00:33:43.413000","**AIL** Wooster Community Hospital","SMS20240128: SVG4","DR-300","SNED5545D23000","2024-12-25 10:33:31.718 UTC-05:00","false","2024-12-26 00:33:31.718000"
"TW ConnectionStatusDetection : **AIL** Yale Newhaven Health #2 SMS20220036: FSX1","2024-12-25 23:32:16","2024-12-25 23:32:20.591000","**AIL** Yale Newhaven Health #2","SMS20220036: FSX1","FLUOROspeed.X1","SNA83924A796C1","2024-12-25 09:32:15.254 UTC-05:00","true","2024-12-25 23:32:15.254000"
"TW ConnectionStatusDetection : **AIL** Yale Newhaven Health #2 SMS20220036: FSX1","2024-12-25 23:28:33","2024-12-25 23:28:38.629000","**AIL** Yale Newhaven Health #2","SMS20220036: FSX1","FLUOROspeed.X1","SNA83924A796C1","2024-12-25 09:28:31.260 UTC-05:00","false","2024-12-25 23:28:31.260000"
"TW ConnectionStatusDetection : **AIL** Yale Newhaven Health #2 SMS20220036: FSX1","2024-12-25 23:00:28","2024-12-25 23:00:34.522000","**AIL** Yale Newhaven Health #2","SMS20220036: FSX1","FLUOROspeed.X1","SNA83924A796C1","2024-12-25 09:00:27.149 UTC-05:00","true","2024-12-25 23:00:27.149000"
"TW ConnectionStatusDetection : **AIL** Yale Newhaven Health #2 SMS20220036: FSX1","2024-12-25 22:58:33","2024-12-25 22:58:37.552000","**AIL** Yale Newhaven Health #2","SMS20220036: FSX1","FLUOROspeed.X1","SNA83924A796C1","2024-12-25 08:58:31.260 UTC-05:00","false","2024-12-25 22:58:31.260000"
"TW ConnectionStatusDetection : **AIL** Yale Newhaven Health #2 SMS20220036: FSX1","2024-12-25 22:21:00","2024-12-25 22:21:04.482000","**AIL** Yale Newhaven Health #2","SMS20220036: FSX1","FLUOROspeed.X1","SNA83924A796C1","2024-12-25 08:20:59.364 UTC-05:00","true","2024-12-25 22:20:59.364000"
"TW ConnectionStatusDetection : **AIL** Yale Newhaven Health #2 SMS20220036: FSX1","2024-12-25 22:18:34","2024-12-25 22:18:38.311000","**AIL** Yale Newhaven Health #2","SMS20220036: FSX1","FLUOROspeed.X1","SNA83924A796C1","2024-12-25 08:18:31.260 UTC-05:00","false","2024-12-25 22:18:31.260000"
"TW ConnectionStatusDetection : **AIL** Holzer Medical Center SMS20230091: TRINIAS","2024-12-26 12:43:33","2024-12-26 12:43:39.585000","**AIL** Holzer Medical Center","SMS20230091: TRINIAS","Trinias","SN63F855D23000","2024-12-25 22:43:31.910 UTC-05:00","false","2024-12-26 12:43:31.910000"
"TW ConnectionStatusDetection : **AIL** Holzer Medical Center SMS20230091: TRINIAS","2024-12-26 12:43:58","2024-12-26 12:44:02.534000","**AIL** Holzer Medical Center","SMS20230091: TRINIAS","Trinias","SN63F855D23000","2024-12-25 22:43:57.407 UTC-05:00","true","2024-12-26 12:43:57.407000"
"TW ConnectionStatusDetection : **AIL** Wooster Community Hospital SMS20240128: SVG4","2024-12-27 09:08:34","2024-12-27 09:08:41.648000","**AIL** Wooster Community Hospital","SMS20240128: SVG4","DR-300","SNED5545D23000","2024-12-26 19:08:31.955 UTC-05:00","false","2024-12-27 09:08:31.955000"
"TW ConnectionStatusDetection : **AIL** Wooster Community Hospital SMS20240128: SVG4","2024-12-27 09:09:20","2024-12-27 09:09:30.167000","**AIL** Wooster Community Hospital","SMS20240128: SVG4","DR-300","SNED5545D23000","2024-12-26 19:09:19.976 UTC-05:00","true","2024-12-27 09:09:19.976000"
"TW ConnectionStatusDetection : **AIL** Wooster Community Hospital SMS20240128: SVG4","2024-12-29 09:08:57","2024-12-29 09:24:22.919000","**AIL** Wooster Community Hospital","SMS20240128: SVG4","DR-300","SNED5545D23000","2024-12-28 19:06:19.287 UTC-05:00","true","2024-12-29 09:06:19.287000"
"TW ConnectionStatusDetection : **AGI** Palomar Medical Center Poway SVG4 SMS20200058: SVG4","2024-12-29 09:08:46","2024-12-29 09:23:07.586000","**AGI** Palomar Medical Center Poway SVG4","SMS20200058: SVG4","DR-300","SN39FE53196C49","2024-12-28 16:06:06.973 UTC-08:00","true","2024-12-29 09:06:06.973000"
"TW ConnectionStatusDetection : **SNW** St Peter's (MT) SM20220063: FSX1","2024-12-29 09:07:23","2024-12-29 09:17:28.126000","**SNW** St Peter's (MT)","SM20220063: FSX1","FLUOROspeed.X1","SN7BDBFB5DF30C","2024-12-28 17:05:45.938 UTC-07:00","true","2024-12-29 09:05:45.938000"
"TW ConnectionStatusDetection : **AMEN** Arnot-Ogden Medical Center SMS20230282: FSX1","2024-12-29 09:07:18","2024-12-29 09:16:28.158000","**AMEN** Arnot-Ogden Medical Center","SMS20230282: FSX1","FLUOROspeed.X1","SN267D65D23000","2024-12-28 19:05:43.058 UTC-05:00","true","2024-12-29 09:05:43.058000"
"TW ConnectionStatusDetection : **EDS** Jersey Community Hospital SMS20220375: FSX1","2024-12-29 09:07:17","2024-12-29 09:16:25.295000","**EDS** Jersey Community Hospital","SMS20220375: FSX1","FLUOROspeed.X1","SNC06545D23000","2024-12-28 18:05:42.766 UTC-06:00","true","2024-12-29 09:05:42.766000"
"TW ConnectionStatusDetection : **AMEN** MAIN STREET RADIOLOGY #6 SMS20220115: SVG4","2024-12-29 09:07:13","2024-12-29 09:15:45.325000","**AMEN** MAIN STREET RADIOLOGY #6","SMS20220115: SVG4","DR-300","SN4D4924A796C1","2024-12-28 19:05:41.057 UTC-05:00","true","2024-12-29 09:05:41.057000"
"TW ConnectionStatusDetection : **BMI** Winneshiek Medical Center FSX1 SMS20220054: FSX1","2024-12-29 09:07:13","2024-12-29 09:15:36.721000","**BMI** Winneshiek Medical Center FSX1","SMS20220054: FSX1","FLUOROspeed.X1","SN643924A796C1","2024-12-28 18:05:39.882 UTC-06:00","true","2024-12-29 09:05:39.882000"
"TW ConnectionStatusDetection : **BMI** Centracare Monticello  SMS20240163: FSX1","2024-12-29 09:06:54","2024-12-29 09:11:49.045000","**BMI** Centracare Monticello ","SMS20240163: FSX1","FLUOROspeed.X1","SN4AC47DC40800","2024-12-28 18:05:36.435 UTC-06:00","true","2024-12-29 09:05:36.435000"
"TW ConnectionStatusDetection : **AIL** Wooster Community Hospital SMS20240128: SVG4","2024-12-29 09:06:54","2024-12-29 09:11:43.883000","**AIL** Wooster Community Hospital","SMS20240128: SVG4","DR-300","SNED5545D23000","2024-12-28 19:05:36.418 UTC-05:00","true","2024-12-29 09:05:36.418000"
"TW ConnectionStatusDetection : **AMEN** MAIN STREET RADIOLOGY #6 SMS20220115: SVG4","2024-12-29 09:06:46","2024-12-29 09:10:34.285000","**AMEN** MAIN STREET RADIOLOGY #6","SMS20220115: SVG4","DR-300","SN4D4924A796C1","2024-12-28 19:05:36.260 UTC-05:00","true","2024-12-29 09:05:36.260000"
"TW ConnectionStatusDetection : **BMI** Winneshiek Medical Center FSX1 SMS20220054: FSX1","2024-12-29 09:05:52","2024-12-29 09:06:05.042000","**BMI** Winneshiek Medical Center FSX1","SMS20220054: FSX1","FLUOROspeed.X1","SN643924A796C1","2024-12-28 18:05:34.899 UTC-06:00","true","2024-12-29 09:05:34.899000"
"TW ConnectionStatusDetection : **EDS** Jersey Community Hospital SMS20220375: FSX1","2024-12-29 09:05:52","2024-12-29 09:06:03.404000","**EDS** Jersey Community Hospital","SMS20220375: FSX1","FLUOROspeed.X1","SNC06545D23000","2024-12-28 18:05:34.879 UTC-06:00","true","2024-12-29 09:05:34.879000"
"TW ConnectionStatusDetection : **CMS** Novant Health Imaging Piedmont SMS20230019: FSX1","2025-01-01 13:26:36","2025-01-01 13:26:58.530000","**CMS** Novant Health Imaging Piedmont","SMS20230019: FSX1","FLUOROspeed.X1","SN0E1235D23000","2024-12-31 23:26:35.168 UTC-05:00","true","2025-01-01 13:26:35.168000"
"TW ConnectionStatusDetection : **CMS** Novant Health Imaging Piedmont SMS20230019: FSX1","2025-01-01 10:53:33","2025-01-01 10:53:41.575000","**CMS** Novant Health Imaging Piedmont","SMS20230019: FSX1","FLUOROspeed.X1","SN0E1235D23000","2024-12-31 20:53:31.256 UTC-05:00","false","2025-01-01 10:53:31.256000"
"TW ConnectionStatusDetection : **AMEN** Wyoming County Community Hospital FSX1","2025-01-01 03:44:07","2025-01-01 03:44:11.099000","**AMEN** Wyoming County Community Hospital FSX1","","FLUOROspeed.X1","SN120F53196C49","2024-12-31 13:44:05.633 UTC-05:00","true","2025-01-01 03:44:05.633000"
"TW ConnectionStatusDetection : **AMEN** Wyoming County Community Hospital FSX1","2024-12-31 21:48:33","2024-12-31 21:48:40.813000","**AMEN** Wyoming County Community Hospital FSX1","","FLUOROspeed.X1","SN120F53196C49","2024-12-31 07:48:31.258 UTC-05:00","false","2024-12-31 21:48:31.258000"
"TW ConnectionStatusDetection : **AMEN** Wyoming County Community Hospital FSX1","2024-12-31 21:19:15","2024-12-31 21:19:19.260000","**AMEN** Wyoming County Community Hospital FSX1","","FLUOROspeed.X1","SN120F53196C49","2024-12-31 07:19:14.104 UTC-05:00","true","2024-12-31 21:19:14.104000"
"TW ConnectionStatusDetection : **AMEN** Wyoming County Community Hospital FSX1","2024-12-31 21:18:33","2024-12-31 21:18:37.575000","**AMEN** Wyoming County Community Hospital FSX1","","FLUOROspeed.X1","SN120F53196C49","2024-12-31 07:18:31.258 UTC-05:00","false","2024-12-31 21:18:31.258000"
"TW ConnectionStatusDetection : **SNW** Logan Medical Center in Kalispell SVG4 SMS20200346: SVG4","2024-12-30 23:21:22","2024-12-30 23:21:27.137000","**SNW** Logan Medical Center in Kalispell SVG4","SMS20200346: SVG4","DR-300","SN0C879B03D44F","2024-12-30 07:21:21.304 UTC-07:00","true","2024-12-30 23:21:21.304000"
"TW ConnectionStatusDetection : **SNW** Logan Medical Center in Kalispell SVG4 SMS20200346: SVG4","2024-12-30 22:48:33","2024-12-30 22:48:38.330000","**SNW** Logan Medical Center in Kalispell SVG4","SMS20200346: SVG4","DR-300","SN0C879B03D44F","2024-12-30 06:48:31.346 UTC-07:00","false","2024-12-30 22:48:31.346000"
"TW ConnectionStatusDetection : **CMS** McLeod Health Cheraw FSX1 SMS20220038: FSX1","2025-01-03 14:44:23","2025-01-03 14:44:32.723000","**CMS** McLeod Health Cheraw FSX1","SMS20220038: FSX1","FLUOROspeed.X1","SN0F3924A796C1","2025-01-03 00:44:22.183 UTC-05:00","true","2025-01-03 14:44:22.183000"
"TW ConnectionStatusDetection : **CMS** McLeod Health Cheraw FSX1 SMS20220038: FSX1","2025-01-03 14:43:33","2025-01-03 14:43:37.551000","**CMS** McLeod Health Cheraw FSX1","SMS20220038: FSX1","FLUOROspeed.X1","SN0F3924A796C1","2025-01-03 00:43:31.260 UTC-05:00","false","2025-01-03 14:43:31.260000"
"TW ConnectionStatusDetection : **BMI** Iowa Clinic FSX1 SMS20210171: FSX1","2025-01-03 06:52:14","2025-01-03 06:52:23.166000","**BMI** Iowa Clinic FSX1","SMS20210171: FSX1","FLUOROspeed.X1","SNA62924A796C1","2025-01-02 15:52:13.149 UTC-06:00","true","2025-01-03 06:52:13.149000"
"TW ConnectionStatusDetection : **BMI** Medical Associates Clinic SVG4 SMS20170265: SVG4","2025-01-03 06:52:13","2025-01-03 06:52:22.636000","**BMI** Medical Associates Clinic SVG4","SMS20170265: SVG4","DR-300","SNCD1670F54000","2025-01-02 15:52:11.675 UTC-06:00","true","2025-01-03 06:52:11.675000"
"TW ConnectionStatusDetection : **BMI** Medical Associates Clinic SVG4 SMS20170265: SVG4","2025-01-03 06:43:33","2025-01-03 06:43:38.096000","**BMI** Medical Associates Clinic SVG4","SMS20170265: SVG4","DR-300","SNCD1670F54000","2025-01-02 15:43:31.632 UTC-06:00","false","2025-01-03 06:43:31.632000"
"TW ConnectionStatusDetection : **BMI** Iowa Clinic FSX1 SMS20210171: FSX1","2025-01-03 06:43:33","2025-01-03 06:43:37.490000","**BMI** Iowa Clinic FSX1","SMS20210171: FSX1","FLUOROspeed.X1","SNA62924A796C1","2025-01-02 15:43:31.259 UTC-06:00","false","2025-01-03 06:43:31.259000"
"TW ConnectionStatusDetection : **AIL** Wooster Community Hospital SMS20240128: SVG4","2025-01-04 17:41:26","2025-01-04 17:41:30.716000","**AIL** Wooster Community Hospital","SMS20240128: SVG4","DR-300","SNED5545D23000","2025-01-04 03:41:25.153 UTC-05:00","true","2025-01-04 17:41:25.153000"
"TW ConnectionStatusDetection : **AIL** Wooster Community Hospital SMS20240128: SVG4","2025-01-04 17:38:33","2025-01-04 17:38:37.927000","**AIL** Wooster Community Hospital","SMS20240128: SVG4","DR-300","SNED5545D23000","2025-01-04 03:38:31.727 UTC-05:00","false","2025-01-04 17:38:31.727000"
"TW ConnectionStatusDetection : **CII** Peace Diagnostic Imaging SVG4 SMS20210172: SVG4","2025-01-08 23:48:26","2025-01-08 23:49:39.432000","**CII** Peace Diagnostic Imaging SVG4","SMS20210172: SVG4","DR-300","SN075924A796C1","2025-01-08 07:48:24.846 UTC-07:00","true","2025-01-08 23:48:24.846000"
"TW ConnectionStatusDetection : **CMS** Henry County Medical Center SVG4 SMS20200290: SVG4","2025-01-08 23:47:22","2025-01-08 23:49:22.120000","**CMS** Henry County Medical Center SVG4","SMS20200290: SVG4","DR-300","SNEB1F53196C49","2025-01-08 08:47:21.250 UTC-06:00","true","2025-01-08 23:47:21.250000"
"TW ConnectionStatusDetection : **AIL** Holzer Medical Center SMS20230091: TRINIAS","2025-01-08 23:47:18","2025-01-08 23:49:15.818000","**AIL** Holzer Medical Center","SMS20230091: TRINIAS","Trinias","SN63F855D23000","2025-01-08 09:47:17.607 UTC-05:00","true","2025-01-08 23:47:17.607000"
"TW ConnectionStatusDetection : **BMI** Iowa Clinic FSX1 SMS20210171: FSX1","2025-01-08 23:47:18","2025-01-08 23:49:14.278000","**BMI** Iowa Clinic FSX1","SMS20210171: FSX1","FLUOROspeed.X1","SNA62924A796C1","2025-01-08 08:47:17.520 UTC-06:00","true","2025-01-08 23:47:17.520000"
"TW ConnectionStatusDetection : **AIL** Wooster Community Hospital SMS20240128: SVG4","2025-01-08 23:47:17","2025-01-08 23:49:13.527000","**AIL** Wooster Community Hospital","SMS20240128: SVG4","DR-300","SNED5545D23000","2025-01-08 09:47:16.180 UTC-05:00","true","2025-01-08 23:47:16.180000"
"TW ConnectionStatusDetection : **BMI** CENTRACARE CLINIC WOMEN & CHILDREN SMS20220286: FSX1","2025-01-08 23:47:15","2025-01-08 23:49:11.045000","**BMI** CENTRACARE CLINIC WOMEN & CHILDREN","SMS20220286: FSX1","FLUOROspeed.X1","SNB78154A796C1","2025-01-08 08:47:14.024 UTC-06:00","true","2025-01-08 23:47:14.024000"
"TW ConnectionStatusDetection : **AIL** Salem Regional Medical Center SMS20230194: FSX1","2025-01-08 23:47:16","2025-01-08 23:49:10.971000","**AIL** Salem Regional Medical Center","SMS20230194: FSX1","FLUOROspeed.X1","SN01B255D23000","2025-01-08 09:47:15.481 UTC-05:00","true","2025-01-08 23:47:15.481000"
"TW ConnectionStatusDetection : **AMEN** CP Advanced Imaging SMS20240053: FSX1","2025-01-08 23:47:14","2025-01-08 23:49:09.739000","**AMEN** CP Advanced Imaging","SMS20240053: FSX1","FLUOROspeed.X1","SN4FDB65D23000","2025-01-08 09:47:13.034 UTC-05:00","true","2025-01-08 23:47:13.034000"
"TW ConnectionStatusDetection : **AMEN** Putnam Hospital SMS20240205: FSX1","2025-01-08 23:47:11","2025-01-08 23:49:06.771000","**AMEN** Putnam Hospital","SMS20240205: FSX1","FLUOROspeed.X1","SN811CCDC40800","2025-01-08 09:47:09.728 UTC-05:00","true","2025-01-08 23:47:09.728000"
"TW ConnectionStatusDetection : **BMI** Winneshiek Medical Center FSX1 SMS20220054: FSX1","2025-01-08 23:47:05","2025-01-08 23:49:05.898000","**BMI** Winneshiek Medical Center FSX1","SMS20220054: FSX1","FLUOROspeed.X1","SN643924A796C1","2025-01-08 08:47:04.253 UTC-06:00","true","2025-01-08 23:47:04.253000"
"TW ConnectionStatusDetection : **SNW** Mid-Valley Hospital SMS20230312: FSX1","2025-01-08 23:47:02","2025-01-08 23:49:04.560000","**SNW** Mid-Valley Hospital","SMS20230312: FSX1","FLUOROspeed.X1","SNEFDB65D23000","2025-01-08 06:47:01.039 UTC-08:00","true","2025-01-08 23:47:01.039000"
"TW ConnectionStatusDetection : **AIL** Einstein Medical Center Montgomery SVG4 SMS20200001 : SVG4","2025-01-08 23:47:03","2025-01-08 23:49:03.882000","**AIL** Einstein Medical Center Montgomery SVG4","SMS20200001 : SVG4","DR-300","SNB30F53196C49","2025-01-08 09:47:02.157 UTC-05:00","true","2025-01-08 23:47:02.157000"
"TW ConnectionStatusDetection : **CMS** NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER SMS20230158: FSX1","2025-01-08 23:46:58","2025-01-08 23:48:56.802000","**CMS** NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER","SMS20230158: FSX1","FLUOROspeed.X1","SNA6C545D23000","2025-01-08 09:46:57.604 UTC-05:00","true","2025-01-08 23:46:57.604000"
"TW ConnectionStatusDetection : **CMS** COOKEVILLE REGIONAL MEDICAL CENTER SMS20240095: SVG4","2025-01-08 23:46:57","2025-01-08 23:48:53.042000","**CMS** COOKEVILLE REGIONAL MEDICAL CENTER","SMS20240095: SVG4","DR-300","SN2D9155D23000","2025-01-08 08:46:56.478 UTC-06:00","true","2025-01-08 23:46:56.478000"
"TW ConnectionStatusDetection : **AIL** Mass General SMS20240120: FSX1","2025-01-08 23:46:57","2025-01-08 23:48:53.032000","**AIL** Mass General","SMS20240120: FSX1","FLUOROspeed.X1","SNAAA47DC40800","2025-01-08 09:46:56.100 UTC-05:00","true","2025-01-08 23:46:56.100000"
"TW ConnectionStatusDetection : **COMP** FLAGSTAFF MEDICAL CENTER SMS20230150: SVG4","2025-01-08 23:46:56","2025-01-08 23:48:51.314000","**COMP** FLAGSTAFF MEDICAL CENTER","SMS20230150: SVG4","DR-300","SN0E5545D23000","2025-01-08 07:46:55.556 UTC-07:00","true","2025-01-08 23:46:55.556000"
"TW ConnectionStatusDetection : **AIL** Cape Cod Hospital SMS20240006: FSX1","2025-01-08 23:46:48","2025-01-08 23:48:50.739000","**AIL** Cape Cod Hospital","SMS20240006: FSX1","FLUOROspeed.X1","SN24D675D23000","2025-01-08 09:46:47.643 UTC-05:00","true","2025-01-08 23:46:47.643000"
"TW ConnectionStatusDetection : **CIS** William Bee Ririe Hospital SVG4 SMS20220234: SVG4","2025-01-08 23:46:49","2025-01-08 23:48:50.141000","**CIS** William Bee Ririe Hospital SVG4","SMS20220234: SVG4","DR-300","SN938154A796C1","2025-01-08 06:46:48.461 UTC-08:00","true","2025-01-08 23:46:48.461000"
"TW ConnectionStatusDetection : **AIL** Memorial Hospital of South Bend SMS20220299: FSX1","2025-01-08 23:46:55","2025-01-08 23:48:49.828000","**AIL** Memorial Hospital of South Bend","SMS20220299: FSX1","FLUOROspeed.X1","SNE69515D23000","2025-01-08 09:46:54.585 UTC-05:00","true","2025-01-08 23:46:54.585000"
"TW ConnectionStatusDetection : **AMEN** Main Street Radiology 5 SVG4 SMS20190046: SVG4","2025-01-08 23:46:53","2025-01-08 23:48:48.049000","**AMEN** Main Street Radiology 5 SVG4","SMS20190046: SVG4","DR-300","SNE5DF03196C49","2025-01-08 09:46:52.290 UTC-05:00","true","2025-01-08 23:46:52.290000"
"TW ConnectionStatusDetection : **SNW** Logan Medical Center in Kalispell SVG4 SMS20200346: SVG4","2025-01-08 23:46:51","2025-01-08 23:48:47.551000","**SNW** Logan Medical Center in Kalispell SVG4","SMS20200346: SVG4","DR-300","SN0C879B03D44F","2025-01-08 07:46:50.393 UTC-07:00","true","2025-01-08 23:46:50.393000"
"TW ConnectionStatusDetection : **AIL** OhioHealth Medcentral Shelby Hospital FSX1 SMS20220070: FSX1","2025-01-08 23:46:50","2025-01-08 23:48:47.213000","**AIL** OhioHealth Medcentral Shelby Hospital FSX1","SMS20220070: FSX1","FLUOROspeed.X1","SNCF3924A796C1","2025-01-08 23:46:48.786 UTC+09:00","true","2025-01-08 23:46:48.786000"
